sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc
1049,1/9/2019 4:00,,,QUE ,138,7.07,9.52,0.05,0.01,0.01,0.124,0,4.23
1050,1/9/2019 6:00,,,TRE,117,6.93,9.2,0.15,0.02,0.02,0.124,0,2.98
1051,1/9/2019 8:00,,,UQL ,127,6.87,10.5,0.13,0.04,0.04,0.128,0.003,2.91
1052,1/9/2019 10:32,,,BWIL,121,6.91,14.4,0.09,0.02,0.01,0.124,0,3.48
1053,1/9/2019 10:40,,,WIL,159,7.08,12.4,0.12,0.02,0,0.127,0.027,2.68
1054,1/9/2019 11:52,,,ZIE,106,6.93,14.1,0.07,0.03,0,0.123,0,3.37
1055,1/9/2019 12:00,,,ZIE ,107,6.79,11.1,0.14,0.02,0.02,0.123,0,3.17
1056,1/9/2019 12:00,,,WIL,160,6.97,8.48,0.12,0.01,0,0.123,0.007,2.9
1057,1/9/2019 12:20,,,UQL,127,6.86,14.5,0.24,0.02,0.1,0.123,0,2.47
1058,1/9/2019 12:22,,,YOC,110,6.76,18.1,0.13,0.01,0.03,0.123,0,3.29
1059,1/9/2019 13:15,,,TRE,116,7.03,14.6,0.08,0.03,0.1,0.122,0.003,2.5
1060,1/9/2019 13:30,,,SEQ,127,6.82,17.1,0.14,0.01,0.05,0.123,0,4.99
1061,1/9/2019 13:45,,,ASEQ,135,6.87,13.6,0.15,0.01,0,0.125,0.001,3.73
1062,1/9/2019 13:50,,,OGI,118,6.82,13.8,0.1,0.01,0,0.124,0.006,3.65
1063,1/9/2019 14:10,,,RIC,126,6.53,6.73,0.17,0.01,0.06,0.122,0,3.98
1064,1/9/2019 14:55,,,POR,128,6.82,12.3,0.17,0.03,0,0.123,0.001,4.71
1065,1/9/2019 15:30,,,QUE,135,6.85,13.1,0.1,0.01,0.01,0.122,0,4.19
1066,1/9/2019 15:30,,,SFC,142,6.96,11.1,0.16,0.01,0,0.128,0,4.28
1067,1/9/2019 16:00,,,QUE ,138,6.85,11,0.19,0.02,0,0.125,0.009,4.43
1068,1/9/2019 18:00,,,ZIE ,110,6.73,9.2,0.2,0.01,0.04,0.123,0,3.22
1069,1/9/2019 18:00,,,TRE,116,6.77,9.99,0.21,0.03,0,0.123,0,2.88
1070,1/9/2019 18:00,,,UQL ,126,6.76,11.5,0.1,0.01,0,0.123,0,2.73
1071,1/9/2019 18:00,,,WIL,163,6.06,7.34,0.07,0.02,0,0.122,0,2.83
1072,1/10/2019 10:00,,,QUE,138,6.91,8.85,0.11,0.03,0.01,0.123,0,3.61
1073,1/10/2019 10:00,,,UQL ,126,6.82,9.38,0.13,0.02,0,0.122,0,3.02
1074,1/10/2019 12:35,,,S640,18,5.88,0.74,0.24,0.05,0.08,0.121,0,1.37
1075,1/10/2019 16:00,,,WIL,157,7.17,6.49,0.15,0.01,0,0.124,0,2.15
1076,1/11/2019 14:00,,,TRE,130,6.75,8.14,,0.02,0.02,,0.011,2.09
1077,1/16/2019 4:00,,,ZIE ,124,6.89,8.43,,0.01,0.03,,0,2.39
1078,1/16/2019 10:25,,,WIL,181,7.17,21.6,,0.01,0.01,,0.009,3.07
1079,1/16/2019 10:40,,,BWIL,137,7.11,8.99,,0.03,0,,0.008,3.12
1080,1/16/2019 11:00,,,YOC,118,7.01,10.9,,0.02,0.01,,0,3.4
1081,1/16/2019 11:15,,,UQL ,146,7.04,12.8,,0.01,0,,0,2.54
1082,1/16/2019 11:50,,,TRE,118,6.95,8.11,,0.02,0.01,,0.005,4.76
1083,1/16/2019 12:00,,,UQL,109,6.85,8.34,,0.180274111,0.02,,0,5.84
1084,1/16/2019 12:20,,,OGI,104,6.84,91.4,,0.017539335,0.02,,0,11.79
1085,1/16/2019 12:55,,,ASEQ,138,6.93,13.5,,0.021659202,0.01,,0,6.78
1086,1/16/2019 13:08,,,SEQ,136,7.09,51.1,,0.044318475,0.34,,0.002,9.15
1087,1/16/2019 13:40,,,SFC,149,7.17,8.52,,0.060797946,0.02,,0,4.81
1088,1/16/2019 13:52,,,RIC,119,6.82,36.5,,0.027839004,0.06,,0,8.96
1089,1/16/2019 14:00,,,TRE,111,6.88,15.5,,0.021659202,0,,0,6.36
1090,1/16/2019 14:00,,,UQL ,121,6.91,12.3,,0.042258541,0.02,,0,4.99
1091,1/16/2019 14:00,,,QUE ,132,6.96,21.7,,0.073157549,0.14,,0.001,7.53
1092,1/16/2019 14:00,,,WIL,149,7.13,26.8,,0.021659202,0,,0.012,5.92
1093,1/16/2019 14:00,,,ZIE ,87,6.65,24.6,,0.031958872,0.03,,0,8.94
1094,1/16/2019 14:50,,,POR,88,6.52,98.3,,0.05255821,0,,0,12.87
1095,1/16/2019 18:00,,,TRE,97,6.62,67.9,,0.015479401,0.1,,0,5.87
1096,1/16/2019 18:00,,,UQL ,101,6.72,25.2,,0.02577907,0.02,,0,7.64
1097,1/16/2019 18:00,,,ZIE,83,6.61,51.8,,0.034018806,0,,0,10.42
1098,1/16/2019 18:00,,,WIL ,118,6.98,53.1,,0.017539335,0.01,,0.013,6.45
1099,1/16/2019 18:00,,,QUE,102,6.63,124,,0.042258541,0.14,,0,9.94
1100,1/16/2019 20:00,,,TRE,97,6.66,66.5,,0.06285788,0.02,,0,4.6
1101,1/16/2019 20:00,,,UQL ,93,6.71,25.2,,0.02,0,,0,7.06
1102,1/16/2019 20:00,,,ZIE,78,6.79,81.8,,0.01,0,,0.015,8.24
1103,1/16/2019 20:00,,,QUE,97,6.83,165,,0.01,0.06,,0,9.46
1104,1/16/2019 22:00,,,WIL ,119,6.66,29.3,,0.01,0,,0,4.4
1105,1/17/2019 0:00,,,QUE ,105,6.93,38.1,,0.02,0.04,,0.009,6.75
1106,1/17/2019 2:00,,,TRE,97,6.93,28.5,,0.01,0.01,,0,3.02
1107,1/17/2019 4:00,,,UQL ,87,6.75,17.1,,0.04,0.01,,0,4.23
1108,1/17/2019 6:00,,,WIL ,115,6.99,16.4,,0.01,0,,0.015,2.97
1109,1/17/2019 6:00,,,ZIE,85,6.89,212,,0.03,0.02,,0,4.04
1110,1/17/2019 8:00,,,QUE,112,6.97,30.8,,0.02,0.01,,0,4.96
1111,1/17/2019 9:00,,,MUN,88,6.85,20.5,,0.02,0.02,,0,2.37
1112,1/17/2019 9:00,,,KJE ,80,6.92,22.9,,0.02,0.04,,0.01,2.45
1113,1/17/2019 10:10,,,OGI,103,6.89,25.1,,0.02,0,,0.012,5.41
1114,1/17/2019 10:10,,,YOC ,97,6.88,35.3,,0.02,0,,0,3.67
1115,1/17/2019 10:30,,,BWIL ,104,6.96,31.1,,0.02,0,,0,3.66
1116,1/17/2019 10:41,,,POR,110,7.99,21.8,,0.02,0,,0,4.67
1117,1/17/2019 11:15,,,RIC,113,7.14,12.6,,0.01,0.02,,0,4.12
1118,1/17/2019 12:00,,,SEQ,117,6.9,28.5,,0.02,0.03,,0.009,4.4
1119,1/17/2019 12:20,,,SEQ,101,6.75,33.8,,0.02,0.01,,0.009,6.73
1120,1/17/2019 13:10,,,NFC,115,6.77,25.8,,0.02,0.01,,0,4.65
1121,1/17/2019 14:10,,,NFC,101,6.92,23.1,,0.03,0,,0,2.6
1122,1/17/2019 18:00,,,ZIE ,97,6.81,22.9,,0.02,0,,0,3.12
1123,1/18/2019 4:00,,,TRE,107,6.76,12.4,,0.01,0,,0.027,2.44
1124,1/18/2019 9:40,,,KJE,84,6.85,15.2,,0.02,0,,0,1.63
1125,1/18/2019 9:40,,,MUN,97,6.94,11.7,,0.01,0,,0,1.61
1126,1/18/2019 9:50,,,ZIE ,100,6.74,26.1,,0.02,1.75,,0,2.43
1127,1/18/2019 10:00,,,UQL,110,6.8,10.4,,0.01,0,,0,2.5
1128,1/18/2019 10:00,,,WIL,129,6.84,10.1,,0.01,0,,0.009,2
1129,1/18/2019 10:15,,,YOC,103,6.78,22.4,,0.01,0,,0,2.63
1130,1/18/2019 13:40,,,TRE,108,6.7,12.9,,0.01,0,,0,1.89
1131,1/18/2019 14:10,,,SFC,124,6.69,13.2,,0.02,0,,0,3.29
1132,1/18/2019 14:40,,,QUE ,124,6.51,11.6,,0.01,0,,0,3.39
1133,1/18/2019 14:50,,,POR,122,6.49,6.34,,0.01,0.01,,0,3.02
1134,1/22/2019 9:35,,,ZIE ,97,6.59,14.5,,0.02,0,,0,2.12
1135,1/22/2019 10:00,,,KJE,79,6.42,9.9,,0.01,0,,0,1.18
1136,1/22/2019 10:00,,,MUN,80,6.19,9.38,,0.01,0.01,,0,1.26
1137,1/22/2019 10:20,,,YOC,103,6.97,21.5,,0.02,0,,0,2.27
1138,1/22/2019 10:50,,,BWIL ,107,6.59,16.2,,0.02,0,,0,2.26
1139,1/22/2019 11:00,,,WIL,124,6.84,10.2,,0.01,0,,0,1.8
1140,1/22/2019 11:30,,,NFC,104,6.75,10.6,,0.01,0,,0,1.56
1141,1/22/2019 13:20,,,UQL ,111,6.85,11.7,,0.02,0,,0,2.09
1142,1/22/2019 14:10,,,OGI ,107,6.79,10.9,,0.02,0,,0,3.01
1143,1/22/2019 14:15,,,ASEQ,122,6.8,13.6,,0.02,0,,0.016,2.69
1144,1/22/2019 14:35,,,SEQ,103,6.73,19.4,,0.01,0.01,,0,3.88
1145,1/22/2019 14:40,,,POR,117,6.71,11.2,,0.01,0,,0,3.21
1146,1/22/2019 14:55,,,QUE ,122,6.7,10.7,,0.02,0,,0,2.8
1147,1/22/2019 15:00,,,SFC,122,6.61,12.1,,0.01,0,,0,2.84
1148,1/22/2019 15:15,,,RIC,118,6.52,6.43,,0.01,0,,0,2.49
1149,1/22/2019 13:55,,,TRE,12.44,5.5,8.76,0.06,0.05,0,0.001,0.013,1.73
1150,1/24/2019 10:20,,,S640,117.1,6.61,0.52,0.02,0.01,0,0,0,0.8
1151,1/30/2019 12:00,,,KJE,111,6.33,3.39,0.03,0.03,0,0.001,0,1.07
1152,1/30/2019 12:05,,,MUN,95,6.48,4.98,0.05,0.01,0,0.004,0,1.1
1153,1/30/2019 13:40,,,NFC,134,6.83,1.55,0,0.01,0.03,0,0.015,1.35
1154,2/1/2019 9:50,,,ZIE,121,6.44,3.03,0,0.01,0,0,0,1.62
1155,2/1/2019 10:30,,,UQL,157,6.93,5.54,0,0.01,0,0.004,0,1.28
1156,2/1/2019 10:35,,,YOC,117,6.61,7.13,0,0.01,0.004508015,0,0,1.91
1157,2/1/2019 11:07,,,WIL,183,7.17,1.76,0,0.01,0,0,0,1.42
1158,2/1/2019 11:20,,,BWIL,137,7.07,3.59,0,0.01,0.001423494,0.004,0.009,1.95
1159,2/1/2019 11:24,,,TRE,133,6.9,5.25,0,0.01,0.001423494,0.001,0.013,1.45
1160,2/1/2019 11:55,,,SEQ,144,7.05,9.62,0,0.01,0.004508015,0.014,0.016,2.78
1161,2/1/2019 12:00,,,ASEQ,182,6.85,2.34,0,0.01,0.004508015,0,0.01,1.97
1162,2/1/2019 12:50,,,OGI,95,6.78,5.03,0,0.01,0.11246625,0,0,1.93
1163,2/1/2019 12:55,,,RIC,133,6.82,14.9,0.19,0.01,0,0.049,0.013,2.12
1164,2/1/2019 13:20,,,QUE,169,7.03,2.78,0.09,0.02,0,0,0.009,2.21
1165,2/1/2019 13:51,,,POR,130,6.98,5.4,0.08,0.01,0,0.001,0.01,2.51
1166,2/1/2019 14:00,,,SFC,171,6.99,2.76,0,0.01,0,0,0,2.2
1167,2/2/2019 9:00,,,ZIE,115,6.93,18.1,0,0.01,0.001423494,0.007,0,3.2
1168,2/2/2019 15:00,,,ZIE,124,6.84,17.5,0,0.01,0.010677057,0.014,0,2.83
1169,2/3/2019 12:45,,,RIC,103,6.92,22.6,0.04,0.01,0.007592536,0.007,0,4.56
1170,2/3/2019 18:00,,,ZIE,,,11.8,0,0.01,0,0.004,0,
1171,2/4/2019 3:00,,,TRE,126,6.87,9.35,0,0.01,0,0.018,0.012,3.04
1172,2/4/2019 6:00,,,UQL,130,7.12,18.6,0,0.04,0.004508015,0.014,0,4.82
1173,2/4/2019 6:00,,,WIL,151,6.97,12.5,0.04,0.01,0,0.021,0.021,3.46
1174,2/4/2019 6:00,,,QUE,119,6.93,10.4,0.17,0.01,0.010677057,0.014,0,5.63
1175,2/4/2019 9:00,,,TRE,97,6.92,12,0.01,0.01,0.004508015,0.042,0.012,3.65
1176,2/4/2019 11:40,,,KJE,95,7.05,15.2,0,0.01,0,0.014,0.009,2.67
1177,2/4/2019 11:45,,,MUN,103,6.77,34.1,0.13,0.01,0.004508015,0.045,0.012,4.07
1178,2/4/2019 12:00,,,UQL,119,6.72,18.7,0.25,0.01,0.004508015,0.018,0.009,3.57
1179,2/4/2019 12:00,,,NFC,121,6.94,6.13,0,0.01,0.001423494,0.007,0.013,2.99
1180,2/4/2019 12:00,,,ZIE,109,6.77,22.4,0.24,0.01,0.007592536,0.021,0,5.5
1181,2/4/2019 15:00,,,TRE,127,6.72,15,0,0.01,0.007592536,0.021,0.013,3
1182,2/4/2019 15:00,,,WIL,168,7.01,21.2,0.27,0.01,0,0.031,0,3.14
1183,2/4/2019 15:00,,,QUE,148,6.83,18.9,0.13,0.02,0.01993062,0.025,0,5.16
1184,2/4/2019 18:00,,,UQL,125,6.73,18,0.02,0.02,0.001423494,0.004,0.009,3.29
1185,2/4/2019 21:00,,,WIL,164,6.96,15.3,0.1,0.01,0,0.018,0.018,2.82
1186,2/4/2019 21:00,,,QUE,139,6.99,19.8,0.1,0.01,0.007592536,0.001,0,4.51
1187,2/5/2019 10:10,,,ZIE,110,6.81,16.2,0.01,0.01,0,0.001,0,2.84
1188,2/5/2019 10:35,,,UQL,116.4,7.38,15,0.01,0.02,0,0.014,0.01,2.71
1189,2/5/2019 11:00,,,YOC,115,6.82,20.8,0.01,0.01,0,0.042,0.012,3.1
1190,2/5/2019 11:30,,,BWIL,,,18.5,0,0.02,0,0.025,0,3.91
1191,2/5/2019 11:35,,,TRE,119,6.94,11.4,0,0.01,0,0.025,0.015,2.27
1192,2/5/2019 11:40,,,WIL,163,7.05,12.6,0,0.01,0,0.025,0.018,3.13
1193,2/5/2019 12:50,,,SEQ,115.2,6.85,28.4,0.07,0.01,0,0.042,0.01,5.2
1194,2/5/2019 13:00,,,ASEQ,138,6.94,19.2,0,0.01,0,0.035,0.013,3.41
1195,2/5/2019 13:30,,,RIC,127,7,10.8,0.04,0.01,0.001423494,0.025,0.01,3.5
1196,2/5/2019 13:35,,,OGI,63.73,6.75,18,0.08,0.02,0,0.025,0.01,3.49
1197,2/5/2019 14:25,,,QUE,107.3,7.49,16.3,0.03,0.02,0.001423494,0.035,0,3.94
1198,2/5/2019 14:30,,,POR,117.9,6.98,15.8,0.05,0.02,0,0.014,0.013,3.6
1199,2/5/2019 15:10,,,SFC,115.6,7.15,18.2,0.16,0.01,0,0.004,0,3.57
1200,2/7/2019 15:35,,,S640,10,5.74,0.57,0.24,0.06,0.032268704,0.001,0,1.17
1201,2/12/2019 9:40,,,QUE,145,6.94,12.6,0,0.01,0,0.007,0,2.84
1202,2/12/2019 13:00,,,ZIE,109,6.87,13.2,0,0.01,0.001423494,0.018,0,2.07
1203,2/12/2019 13:30,,,TRE,115,6.92,6.99,0,0.01,0.001423494,0.021,0.013,1.71
1204,2/12/2019 13:35,,,YOC,118,6.89,16.2,0.2,0.02,0.001423494,0.014,0.009,2.25
1205,2/12/2019 13:50,,,BWIL,132,6.92,12.5,0.05,0.02,0,0.018,0.012,2.42
1206,2/12/2019 14:00,,,UQL,135,6.83,12.1,0.08,0.02,0.001423494,0.021,0.009,2.1
1207,2/12/2019 14:00,,,WIL,163,7.06,10.1,0,0.01,0.004508015,0.028,0.018,2.29
1208,2/13/2019 0:00,,,TRE,118,7.04,11.3,0,0.01,0,0.021,0.01,3.45
1209,2/13/2019 0:00,,,UQL,123,6.89,15.3,0.37,0.01,0.001423494,0.007,0,3.76
1210,2/13/2019 0:00,,,ZIE,104,7.01,31.7,0.17,0.01,0.001423494,0.038,0,5.91
1211,2/13/2019 0:00,,,QUE,133,6.94,22.3,0.14,0.02,0.001423494,0.025,0,4.97
1212,2/13/2019 0:00,,,WIL,147,7.06,22.5,0.19,0.01,0,0.031,0.019,4.31
1213,2/13/2019 6:00,,,UQL,99,6.85,26,0.08,0.01,0,0.014,0.012,5.87
1214,2/13/2019 8:00,,,QUE,108,6.8,39.1,0.46,0.02,0.001423494,0.035,0,6.95
1215,2/13/2019 8:00,,,ZIE,90,6.83,42,0.29,0.02,0,0.028,0.01,5.63
1216,2/13/2019 9:37,,,MUN,93,7.01,29.8,0.16,0.02,0,0.007,0.01,2.87
1217,2/13/2019 9:40,,,KJE,85,6.93,22.8,0.07,0.01,0,0.021,0.01,2.56
1218,2/13/2019 10:00,,,TRE,101,6.84,18.8,0.06,0.01,0,0.014,0.015,3.08
1219,2/13/2019 10:00,,,WIL,120,6.9,31.9,0.84,0.01,0,0.018,0.019,3.58
1220,2/13/2019 10:15,,,YOC,94,6.82,47.3,0.4,0.01,0,0.038,0.015,4.7
1221,2/13/2019 10:30,,,BWIL,97,6.87,40,0.17,0.02,0,0.021,0.015,4.91
1222,2/13/2019 11:55,,,ASEQ,108,6.89,39.5,0.25,0.01,0.004508015,0.042,0.018,4.7
1223,2/13/2019 12:00,,,SEQ,99,6.8,49.1,0.13,0.01,0.004508015,0.031,0.009,6.87
1224,2/13/2019 12:35,,,NFC,102,6.98,33.4,0.35,0.01,0.004508015,0.035,0.015,3.23
1225,2/13/2019 13:45,,,OGI,107.1,6.72,37.6,0.34,0.02,0,0.042,0.016,5.74
1226,2/13/2019 13:52,,,SFC,115,6.79,42.7,0.3,0.02,0.007592536,0.021,0.009,5.02
1227,2/13/2019 14:10,,,POR,115.2,6.77,32.1,0.18,0.01,0.001423494,0.031,0.015,5
1228,2/13/2019 14:20,,,QUE,108.8,6.81,36.8,0.18,0.02,0.004508015,0.042,0,4.6
1229,2/13/2019 18:00,,,ZIE,88.28,6.85,32.8,0.42,0.01,0,0.018,0.009,3.26
1230,2/13/2019 18:00,,,TRE,98.43,6.86,14.7,0.42,0.01,0,0.007,0.013,2.31
1231,2/13/2019 18:00,,,QUE,105.7,6.88,37.5,0.12,0.02,0.007592536,0.031,0,4.17
1232,2/13/2019 18:00,,,UQL,98.09,6.76,23.1,0.13,0.02,0.007592536,0.014,0.01,
1233,2/13/2019 18:00,,,WIL,117.6,7.01,25.9,0.01,0.02,0.004508015,0.011,0.016,2.78
1234,2/14/2019 0:00,,,QUE,78.82,6.83,219,0.73,0.03,0.004508015,0.158,0.01,7.31
1235,2/14/2019 0:00,,,UQL,82.65,6.88,40.2,0.35,0.02,0.004508015,0.014,0.01,6.47
1236,2/14/2019 2:00,,,ZIE,65.2,6.8,182,0.34,0.01,0.004508015,0.175,0.012,5.64
1237,2/14/2019 2:00,,,WIL,90.56,6.88,76.6,0.14,0.01,0.001423494,0.069,0.021,4.29
1238,2/14/2019 2:00,,,TRE,86.06,6.72,41.9,0.25,0.01,0.001423494,0.014,0,3.75
1239,2/14/2019 9:10,,,KJE,65.83,6.78,198,0.44,0.04,0,0.179,0.012,2.61
1240,2/14/2019 9:10,,,MUN,76.7,6.84,31.3,0.15,0.01,0.007,0.025,0.01,2.53
1241,2/14/2019 10:00,,,UQL,82.46,6.79,24,0.09,0.02,0,0.007,0.012,4.81
1242,2/14/2019 10:02,,,YOC,75.75,6.81,69,0.22,0.02,0,0.031,0.015,4.38
1243,2/14/2019 10:12,,,BWIL,74.7,6.85,61.5,0.24,0.02,0,0.042,0.016,4.33
1244,2/14/2019 10:40,,,ASEQ,83.1,6.82,52.4,0.3,0.03,0.001,0.042,0.015,7.68
1245,2/14/2019 10:45,,,SEQ,75.43,6.83,75.5,0.23,0.02,0,0.069,0.016,4.63
1246,2/14/2019 11:12,,,OGI,84.06,6.78,32.7,0.21,0.04,0,0.295,0.012,7.91
1247,2/14/2019 11:50,,,RIC,90.96,6.87,29.9,0.18,0.02,0,0.021,0.012,4.27
1248,2/14/2019 12:00,,,ZIE,78.76,6.89,53.7,0.23,0.03,0.001,0.035,0.009,3.97
1249,2/14/2019 12:00,,,QUE,92.59,6.92,63.1,0.94,0.02,0,0.332,0,4.84
1250,2/14/2019 12:00,,,TRE,79.46,6.88,23.8,0.66,0.03,0,0.057,0.012,2.82
1251,2/14/2019 12:00,,,WIL,97.47,7.11,39.6,0.24,0.06,0,0.14,0.018,2.85
1252,2/14/2019 12:30,,,SFC,95,7.3,70.4,0.3,0.04,0.001,0.25,0.009,4.81
1253,2/14/2019 13:00,,,POR,1117.1,7.29,29.8,0.3,0.04,0.001,0.093,0.012,5.6
1254,2/14/2019 15:00,,,NFC,84.12,7.29,104,0.05,0.02,0,0.167,0,2.4
1255,2/14/2019 22:00,,,WIL,101.6,7.06,20.7,0.17,0.03,0,0.048,0.015,2.56
1256,2/14/2019 22:00,,,ZIE,82.47,7.29,39.9,0.13,0.03,0.001,0.099,0.012,3.88
1257,2/14/2019 22:00,,,TRE,98.79,7.13,16.4,0.15,0.04,0,0.043,0.015,2.7
1258,2/14/2019 22:00,,,QUE,106.7,7.18,39,0.19,0.02,0,0.054,0,4.21
1259,2/14/2019 22:00,,,UQL,91.77,7.06,19.3,0.11,0.02,0,0.04,0.01,3.81
1260,2/15/2019 8:55,,,MUN,93.29,6.96,14.2,0.1,0.02,0,0.037,0.009,1.66
1261,2/15/2019 9:10,,,KJE,70.45,7.11,22.2,0.11,0.05,0.004,0.048,0.01,1.66
1262,2/15/2019 10:15,,,ASEQ,108.2,7.09,34.8,0.02,0.02,0,0.054,0.009,3.49
1263,2/15/2019 10:30,,,SEQ,89.23,7.06,34,0.22,0.02,0,0.057,0.012,5.64
1264,2/15/2019 11:50,,,RIC,112.4,7.1,15.6,0.15,0.02,0,0,0.012,3.6
1265,2/15/2019 12:35,,,POR,107.1,6.89,18.8,0.14,0.02,0.001,0.078,0.01,4.33
1266,2/15/2019 13:10,,,QUE,102.6,7.1,29.8,0.19,0.03,0,0.066,0,3.73
1267,2/15/2019 13:30,,,SFC,106.1,6.84,31.3,0.18,0.02,0,0.054,0,3.65
1268,2/15/2019 13:50,,,ZIE,86.5,6.77,32.2,0.2,0.01,0,0.081,0.009,2.91
1269,2/15/2019 14:05,,,OGI,84.01,6.73,21.3,0.1,0.02,0,0.025,0.012,4.79
1270,2/15/2019 14:20,,,YOC,91.13,6.91,36.7,0.19,0.02,0,0.04,0.01,2.93
1271,2/15/2019 14:50,,,BWIL,93.28,6.92,31.2,0.19,0.03,0,0,0.012,3.01
1272,2/15/2019 14:55,,,NFC,90.36,6.87,25.1,0.13,0.01,0,0.057,0.013,1.91
1273,2/15/2019 15:00,,,WIL,93.45,6.95,15.3,0.15,0.02,0,0.048,0.019,2.03
1274,2/19/2019 10:20,,,ZIE,94.2,6.92,12.1,0.1,0.02,0,0.013,0.007,2.17
1275,2/19/2019 11:10,,,UQL,108.3,6.9,12.4,0.14,0.02,0.004,0.019,0.009,2.36
1276,2/19/2019 11:50,,,TRE,104.7,6.85,7.56,0.1,0.02,0,0,0.01,1.58
1277,2/19/2019 12:12,,,WIL,124.7,6.97,9.48,0.03,0.02,0.001,0,0.013,1.5
1278,2/19/2019 14:55,,,QUE,123.4,6.9,15.2,0.1,0.01,0,0,0.012,2.44
1279,2/20/2019 10:10,,,MUN,97.68,6.93,6.43,0.08,0.02,0.001,0,0,1.01
1280,2/20/2019 10:20,,,KJE,80.33,6.99,8.45,-0.04,0.02,0.001,0.054,0.007,1.03
1281,2/20/2019 14:40,,,NFC,92.23,6.92,7.53,0.09,0.05,0,0.072,0.009,1.39
1282,2/25/2019 10:15,,,ASEQ,79.5,6.94,43.4,0.2,0.06,0.004,0.037,0.019,3.73
1283,2/25/2019 12:00,,,UQL,101.5,6.86,26.1,0.23,0.02,0.007,0.013,0.014,5.31
1284,2/25/2019 12:00,,,WIL,128.4,6.96,31,0.09,0.03,0.004,0.043,0.023,5.84
1285,2/25/2019 12:00,,,QUE,109.6,6.95,30.6,0.35,0.01,0.004,0.057,0.011,7.27
1286,2/25/2019 12:00,,,ZIE,81.37,6.81,56.8,0.33,0.02,0.012,0.12,0.014,10.84
1287,2/25/2019 18:00,,,UQL,63.85,6.74,65.9,0.32,0.03,0.004,0.128,0.019,6.2
1288,2/25/2019 20:00,,,ZIE,64.86,6.72,257,0.35,0.02,0.007,0.339,0.014,6.54
1289,2/25/2019 20:00,,,WIL,83.06,6.86,112,0.27,0.02,0.007,0.176,0.023,4.75
1290,2/25/2019 20:00,,,QUE,48.29,6.91,251,0.52,0.02,0.01,0.336,0.014,7.93
1291,2/26/2019 8:10,,,BWIL,71.44,6.85,51.5,0.15,0.03,0.01,0.149,0.02,3.53
1292,2/26/2019 8:30,,,MUN,87.22,6.82,19.1,0.11,0.04,0.004,0.084,0.011,1.82
1293,2/26/2019 8:30,,,KJE,37.62,6.95,32.8,0.18,0.03,0.007,0.084,0.014,1.65
1294,2/26/2019 9:22,,,YOC,68.88,6.94,52.8,0.23,0.04,0.01,0.12,0.017,3.16
1295,2/26/2019 9:52,,,OGI,64.53,6.98,33.9,0.16,0.02,0,0.134,0.019,5.97
1296,2/26/2019 10:00,,,TRE,84.42,6.93,25.5,0.08,0.02,0.001,0.12,0.111,2.59
1297,2/26/2019 10:00,,,UQL,90.44,6.97,25.6,0.15,0.03,0.001,0.016,0.014,3.49
1298,2/26/2019 10:00,,,ZIE,59.62,6.99,864,0.8,0.01,0.001,0.706,0.014,3.26
1299,2/26/2019 10:20,,,SEQ,72.3,6.9,46.5,0.32,0.05,0.004,0.06,0.017,
1300,2/26/2019 11:12,,,SFC,66.61,6.93,44.3,0.24,0.02,0.004,0.025,0.019,4.02
1301,2/26/2019 12:00,,,WIL,93.89,6.85,39,0.28,0.03,0.001,0.123,0.023,2.67
1302,2/26/2019 12:00,,,QUE,90.13,6.97,52.3,0.27,0.02,0.012,0.108,0.014,4.16
1303,2/26/2019 12:00,,,POR,97.52,6.97,30.5,0.24,0.03,0,0.075,0.017,5.63
1304,2/26/2019 12:30,,,NFC,88.53,6.85,50.7,0.05,0.01,0.015,0.105,0.022,2.46
1305,2/26/2019 14:00,,,TRE,99.6,6.88,32.6,0.2,0.02,0,0.081,0.019,2.76
1306,2/26/2019 20:00,,,TRE,84.94,6.85,50.7,0.26,0.02,0,0.152,0.019,3.44
1307,2/26/2019 22:00,,,ZIE,65.21,6.94,449,0.63,0.04,0,0.41,0.016,5.76
1308,2/27/2019 0:00,,,UQL,83.2,6.82,41.7,0.15,0.04,0,0.057,0.029,5.66
1309,2/27/2019 0:00,,,WIL,92.36,6.78,179,0.4,0.01,0.001,0.241,0.02,3.79
1310,2/27/2019 2:00,,,TRE,82.96,6.78,198,0.37,0.05,0,0.206,0.02,3.84
1311,2/27/2019 2:00,,,QUE,84.5,6.79,350,0.42,0.04,0,0.22,0.022,5.99
1312,2/27/2019 6:00,,,TRE,89.37,6.79,74.7,0.19,0.04,0,0.114,0.019,3.13
1313,2/27/2019 8:20,,,BWIL,83.49,6.71,91.9,0.19,0.03,0,0.167,0.019,3.82
1314,2/27/2019 8:40,,,MUN,79.92,6.84,29.8,0.06,0.01,0.001,0.054,0.013,2.02
1315,2/27/2019 8:40,,,KJE,65.11,6.87,209,0.13,0.02,0,0.206,0.054,2.06
1316,2/27/2019 9:50,,,YOC,77.8,6.85,78.1,0.28,0.02,0,0.105,0.019,3.45
1317,2/27/2019 10:00,,,WIL,96.64,6.8,28.9,0.13,0.02,0,0.069,0.02,2.55
1318,2/27/2019 10:00,,,UQL,82.74,6.9,24.2,0.06,0.02,0,0.108,0.011,3.94
1319,2/27/2019 10:00,,,QUE,86.76,6.6,72.1,0.19,0.02,0,0.173,0.016,4.41
